6.38	0.38
6.38	0.63
6.38	0.88
5.63	0.13
5.63	0.38
5.63	0.63
5.63	0.88
4.88	0.13
4.88	0.38
4.88	0.63
4.88	0.88
4.13	0.13
4.13	0.38
4.13	0.63
4.13	0.88
3.38	0.13
3.38	0.38
3.38	0.63
3.38	0.88
2.63	0.13
2.63	0.38
2.63	0.63
2.63	0.88
1.88	0.13
1.88	0.38
1.88	0.63
1.88	0.88
1.13	0.13
1.13	0.38
1.13	0.63
1.13	0.88
0.38	0.13
0.38	0.38
0.38	0.63
0.38	0.88
#elements
64
9
1	3	41	40	86	126	127	125	234
3	4	42	41	87	128	129	126	235
4	5	43	42	88	130	131	128	236
5	2	7	43	89	90	132	130	237
40	41	44	39	127	133	134	124	238
41	42	45	44	129	135	136	133	239
42	43	46	45	131	137	138	135	240
43	7	8	46	132	91	139	137	241
39	44	47	38	134	140	141	123	242
44	45	48	47	136	142	143	140	243
45	46	49	48	138	144	145	142	244
46	8	9	49	139	92	146	144	245
38	47	50	37	141	147	148	122	246
47	48	51	50	143	149	150	147	247
48	49	52	51	145	151	152	149	248
49	9	10	52	146	93	153	151	249
37	50	53	36	148	154	155	121	250
50	51	54	53	150	156	157	154	251
51	52	55	54	152	158	159	156	252
52	10	11	55	153	94	160	158	253
36	53	56	35	155	161	162	120	254
53	54	57	56	157	163	164	161	255
54	55	58	57	159	165	166	163	256
55	11	12	58	160	95	167	165	257
35	56	59	34	162	168	169	119	258
56	57	60	59	164	170	171	168	259
57	58	61	60	166	172	173	170	260
58	12	13	61	167	96	174	172	261
34	59	62	33	169	175	176	118	262
59	60	63	62	171	177	178	175	263
60	61	64	63	173	179	180	177	264
61	13	14	64	174	97	181	179	265
33	62	65	32	176	182	183	117	266
62	63	66	65	178	184	185	182	267
63	64	67	66	180	186	187	184	268
64	14	15	67	181	98	188	186	269
32	65	68	31	183	189	190	116	270
65	66	69	68	185	191	192	189	271
66	67	70	69	187	193	194	191	272
67	15	16	70	188	99	195	193	273
31	68	71	30	190	196	197	115	274
68	69	72	71	192	198	199	196	275
69	70	73	72	194	200	201	198	276
70	16	17	73	195	100	202	200	277
30	71	74	29	197	203	204	114	278
71	72	75	74	199	205	206	203	279
72	73	76	75	201	207	208	205	280
73	17	18	76	202	101	209	207	281
29	74	77	28	204	210	211	113	282
74	75	78	77	206	212	213	210	283
75	76	79	78	208	214	215	212	284
76	18	19	79	209	102	216	214	285
28	77	80	27	211	217	218	112	286
77	78	81	80	213	219	220	217	287
78	79	82	81	215	221	222	219	288
79	19	20	82	216	103	223	221	289
27	80	83	26	218	224	225	111	290
80	81	84	83	220	226	227	224	291
81	82	85	84	222	228	229	226	292
82	20	21	85	223	104	230	228	293
26	83	25	22	225	231	109	110	294
83	84	24	25	227	232	108	231	295
84	85	23	24	229	233	107	232	296
85	21	6	23	230	105	106	233	297
#integration_pts
9
#displacement BC
#node - dof - value
6   1	0
6	2	0
22	1	0
22	2	0
23	1	0
23	2	0
24	1	0
24 	2	0
25	1	0
25	2	0
109	1	0
109	2	0
108	1	0
108	2	0
107	1	0
107	2	0
106	1	0
106	2	0
4	2	-0.5
#reaction force at nodes:
6
22
23
25
109
108
107
106
#body force
-0.011784
